idx,label,sentence1,sentence2
454,0,China has threatened to execute or jail for life anyone who breaks their quarantine and intentionally spreads the killer SARS virus .,"China , haunted by the spread of SARS in its vast countryside , has threatened to execute or jail for life anyone who intentionally spreads the killer virus ."
2342,1,He transferred another 10 million shares to a charitable trust and these shares were also liquidated .,"A further 10 million shares were transferred to a charitable trust , after which they were also sold ."
2097,1,"The A920 comes with a printer , scanner , and copier for $ 89 .","Dell 's Personal All-in-One A920 is an entry-level device that combines printer , scanner and copier functions for $ 89 ."
2540,0,"In after-hours trading , H-P shares rose 62 cents to $ 22.83 after adding 56 cents in the regular session .","In after-hours trading , Hewlett-Packard shares rose 55 cents , to $ 22.86 , according to Instinet ."
1581,0,"The Institute for Supply Management 's manufacturing index rose to 49.4 in May from 45.4 in April , the biggest monthly gain since December .","The Purchasing Managers Index , released on Monday by the Institute for Supply Management , rose to 49.4 in May from 45.4 in April ."
1123,1,"But to see those pages , users would be required by Amazon to register , and Amazon plans to limit the amount of any single book a customer can view .","But to see those pages Amazon would require users to register , and it plans to limit the amount of any single book a browser can view ."
493,1,"Oracle 's offer "" undervalues the company and is not in the best interest of stockholders , "" PeopleSoft CEO Craig Conway said .",""" Oracle 's offer undervalues the company and is not in the best interest of PeopleSoft stockholders , "" said PeopleSoft President and CEO Craig Conway , in the statement ."
2348,1,Taiwan ranked No. 3 in the world behind China and Hong Kong for SARS deaths and cases .,"Taiwan ranked No. 3 on the global list for deaths and cases , behind China and Hong Kong ."
2831,1,""" Our party will never be the choice of the NRA - and I am not looking to be the candidate of the NRA , "" he said .","Our party will never be the choice of the N.R.A. , and I 'm not looking to be the candidate of the N.R.A. , "" a reference to the National Rifle Association ."
197,1,"Georgia cannot afford to not get funding , "" said Dr. Melinda Rowe , Chatham County 's health director .","Georgia cannot afford to not get funding , "" said county health director Dr. Melinda Rowe ."
2045,1,"Sovereign 's shares lost 74 cents , or 4.5 % , to $ 15.68 .","Sovereign shares closed on the New York Stock Exchange at $ 15.68 , down 74 cents , or 4.5 percent ."
715,0,A month ago a military C-17 transporter returned to Baghdad when an engine exploded .,"A month ago a military transport plane returned to Baghdad when an engine exploded in what officials called a "" safety incident . """
352,0,""" Craxi begged me to intervene because he believed the operation damaged the state , "" Mr Berlusconi said .",""" I had no direct interest and Craxi begged me to intervene because he believed that the deal was damaging to the state , "" Berlusconi testified ."
789,1,"Goodrem , 18 , announced on Friday that she was suffering Hodgkin 's disease , a curable form of lymphoma cancer .","It was announced on Friday that Goodrem had been diagnosed with Hodgkin 's disease , a form of cancer which affects the lymph nodes ."
2365,1,"The new Army Commander is the Masaka Armoured Brigade commanding officer , Brigadier Aronda Nyakairima who is now promoted to major general .",PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander .
2648,0,The high profile two-week campaign – which started on September 28 – was designed to show a strong police presence around London .,"The high profile , two-week campaign was designed to show a strong police presence around London and resulted in 42 arrests , which a spokesman said was "" pretty impressive "" ."
22,1,"But tropical storm warnings and watches were posted today for Haiti , western portions of the Dominican Republic , the southeastern Bahamas and the Turk and Caicos islands .","Tropical storm warnings were in place Thursday for Jamaica and Haiti and watches for the western Dominican Republic , the southeastern Bahamas and the Turks and Caicos islands ."
1687,1,Justice Anthony Kennedy dissented in an opinion joined by Chief Justice William Rehnquist and Justices Antonin Scalia and Clarence Thomas .,He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas .
3179,0,"Johnson and four other protesters were arrested soon afterward for blocking the roadway , a state misdemeanor .","Johnson and four other protesters , ages 69 to 86 , were arrested for blocking the roadway ."
2178,1,""" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , the Pew researcher who wrote the report .",""" People just love e-mail , and it really bothers them that spam is ruining such a good thing , "" said Deborah Fallows , senior research fellow with the Pew project ."
3976,0,"Cullen is replacing former chief privacy officer Richard Purcell , who left earlier this year .",The job had been vacant since Richard Purcell left earlier this year .
1151,0,"Dr. William Winkenwerder , assistant secretary of Defense for health affairs , said the vaccine poses little danger .",""" We stand behind this program , "" said Dr. William Winkenwerder , assistant secretary of defense for health affairs ."
17,0,"As well as the dolphin scheme , the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls .",Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls .
3460,1,The charges were dismissed in Franklin County Municipal Court .,Franklin County Municipal Court Judge Janet Grubb approved dismissal of the charges .
1852,0,"The broader Standard & Poor 's 500 Index edged up 1.01 points , or 0.1 percent , at 1,012.67 .","But the technology-laced Nasdaq Composite Index was up 5.91 points , or 0.35 percent , at 1,674.35 ."
2939,0,"Shares of Berkeley , California-based Xoma dropped 89 cents , or 16 percent , to $ 4.60 in Instinet trading .","Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market ."
2795,1,"Then the authority can hold another set of public hearings on raising commuting costs , the judge said .","But the judge , Louis York , said the authority can hold another set of public hearings on raising commuting costs afterward ."
217,1,"The epidemic began in November in the mainland 's Guangdong province , but the People 's Republic of China refused to report truthfully about its spread for four months .","The PRC epidemic began in Guandong province in November , but the Communist Party government refused to report truthfully about its spread for four months ."
