idx,label,sentence
1487,1,"Ann is going to send a picture to her teacher of Chairman Mao, as soon as she gets home."
2562,0,The mixture funnels easily.
2963,0,The song sang.
6325,1,Heidi gave a present to herself.
7492,1,Mary sent a book to Bill.
4667,1,They widely believed that John was ill.
1798,1,This rock is light enough for Marcia to pick up.
3029,0,I hunted for game in the woods.
8362,1,Did the magic work?
711,0,Mary persuaded that he should rest Bill.
4047,1,John would prefer to finish the oatmeal.
3516,1,He washed me.
4383,0,She believed never his story.
53,1,Bill disappeared down the road.
4414,1,John will kick the ball.
3658,0,The monkeys seem want to leave the meeting.
7108,0,Kim likes Sandy and Lee likes to Leslie.
6297,1,Robin will eat cabbage but she won't ice cream.
7391,1,I saw the student of physics with long hair.
7165,1,This girl in the red coat will eat her breakfast before tomorrow and put a picture of Bill on your desk before tomorrow.
8443,1,Julie maintained that the barman was sober.
4160,1,Two miles is as far as they can walk.
5692,1,The student loved his phonology readings.
1326,0,What exploded when and I warned you it would?
6801,1,Fiona hoped to meet the Prime Minister.
2442,1,The pillow remained stuffed with feathers.
8466,1,No vampire can survive sunrise.
2474,1,Sarah sang an aria.
4584,1,Hardly was there any rain falling.
4608,1,The new policy was approved by the executive committee.
3764,1,John gave the CDs to the boys.
7051,1,I have gone and bought some whiskey.
7706,1,The landlord donated a helicopter
6347,1,John asked if his essay would be published in the paper.
8096,1,She kicked her
611,1,John tapped some wine from a barrel.
2869,1,That chisel carves well.
5277,1,It disturbed him that people didn't like Fred.
8087,1,I tried for to get them.
161,1,"The more she looked at pictures, the angrier Mary got."
5782,1,The book of poems with a red cover from Blackwell by Robert Burns takes a very long time to read.
5283,0,How hard to read the book it was!
4605,1,I poured 20 liters of acid into the beaker.
8386,0,Anson is incredibly difficult to be pleased.
551,1,It came to John that it was so.
5290,1,"It's obvious that Mary, he can't stand."
5699,1,We ate at a really fancy restaurant.
3941,1,John remained somewhat calm.
381,1,Every politician is worried when the press starts attacking him.
3945,1,John remained a student.
5593,1,Cheese mice love stinks.
2070,1,Where did you throw the ball?
1177,0,Mary has never kissed a man taller than John is.
2987,1,We peered through the screen.
7156,1,You will put a picture of Bill on your desk before tomorrow.
151,0,I can well imagine quickly Mary answering the question.
4134,1,This John Smith lives in Seoul.
2292,1,I whipped the eggs into a froth.
8379,1,Gilgamesh might not have been reading the cuneiform tablets.
3468,0,The room contains many furniture.
998,1,We rich have impeccable taste.
1201,1,Phineas knows a girl who is behind Maxime.
7442,1,John goes to school.
2057,1,The spunky girl has a black eye.
648,0,The cup knocked the stone apart.
1616,1,"The earth is flat, but will all those who don't believe it please raise their hands?"
7094,1,"John gave the books to Mary at Christmas, and the records to Sue for her birthday."
3433,0,The man a ball kicked.
7717,1,That the world is round is obvious.
2073,1,Smith threw the ball to the first baseman.
8491,1,Gilgamesh loved Ishtar and Aphrodite did too
7311,1,I know that she runs.
5255,1,Would the men each have been working?
3898,1,John deposited some money in the bank.
7942,1,People like lard.
1797,1,This rock is light enough for Marcia to pick it up.
2037,1,Jake kicked the ball halfway to Bill.
1057,1,Everyone had been worrying himself stiff.
5590,0,Who do you wonder what bought?
7310,1,They wonder.
5027,1,This theorem will take only five minutes to establish that he proved in 1930.
6230,1,I bought some flowers for Manuel.
7142,1,This girl will put a picture of Bill on your desk before tomorrow.
2010,1,Fred kicked the ball behind the tree.
6633,1,Maisie drove her car from Morningside to Leith on Wednesday.
884,1,"Read Fred's story, I also want to."
323,1,Aren't I going?
2069,1,To whom did you throw the ball?
7236,1,I will eat spaghetti on Sunday with Marco.
5843,1,I want him to eat asparagus.
5340,1,I am more angry today than I was yesterday.
435,0,I explained to fix the sink.
6151,1,A book was sent to Louis.
4494,1,Lee is believed not to like Kim.
5581,0,Gary and Kevin ran himself into exhaustion.
7266,1,John wonders whether Mary will win.
5935,1,The apple was bitten.
2767,1,Michelle kept the papers under the desk.
2301,1,The car collided with the fence.
2374,0,I sensed him for his eagerness.
56,1,The building is tall and wide.
3812,1,The little cat devoured a mouse last night.
506,1,I would like for John to win.
989,0,The ship's sinking to collect the insurance was very devious.
3502,1,I have never put the book.
3090,1,Ellen warned against skating on thin ice.
2489,1,She mumbled.
2810,0,Paula swatted the cloth into the fly.
133,1,"As John eats more, keep your mouth shut tighter, OK?"
443,1,Mickey slips up all the time.
4389,0,He has will seeing his children.
2104,0,I lent Tony the book partway.
8243,1,Not reading Shakespeare satisfied me
7848,1,Bill reading Shakespeare and Maureen singing Schubert satisfies me
2840,0,Carrie touched the stick against the cat.
697,1,John rolled the ball down the hill perfectly.
7004,1,Kim and Sandy met.
3404,1,Sasha lingered over lunch.
8427,0,The dragons were slain all.
1588,1,"After Henry had done it, Webster touched a sword."
5020,0,The problem is easy to solve the question.
2081,1,Mary taught linguistics to John.
2464,0,On the table jumped a cat.
7747,1,Ron definitely has bought a dog.
1805,1,John is ready for you to inspect his bunk.
1449,1,Anna's tickling him drove Frank crazy.
8455,1,Frieda closed the door
2370,1,They praised the volunteers for their dedication.
1673,0,What I know the boy who was wearing is this hat.
7315,0,I said.
3324,1,The bag is bulging.
5822,1,The panther's coat is dark black.
136,0,"I can well imagine the more him eating, the fatter him getting."
1728,1,"Sally might be pregnant, and I believe that Sheila definitely is pregnant."
3299,1,The garden flowered with roses.
6842,0,Kick John the ball.
116,1,"You get angrier, the more we eat, don't you."
2220,1,The sign warned us against skating on the pond.
2078,1,No one can forgive you that comment.
1535,1,John scratched his arm and the boy who Mary knew did so too.
4033,0,There runs a man in the park.
5219,1,Every child should have a daily glass of milk.
295,0,"Which problem does the sooner that you solve, the more easily you'll satisfy the folks up at corporate headquarters?"
1881,1,That barn has seven pine trees behind it.
1412,1,Tabs were kept on all persons entering the station.
814,1,There are arriving three men at that station.
8010,1,Who poisoned who?
399,1,How intelligent do you consider John?
1059,1,There were five tourists in the room apart from myself.
4423,1,He is a fool.
1258,1,I read him two statements about himself.
4412,0,John can kicking the ball.
3077,0,Ellen conferred for Helen to come.
601,0,The stone knocked the pole into the road.
7107,0,"Kim likes Lee, and to Ronnie."
4310,1,There seemed to be a fountain in the park.
7561,1,the girls likes them.
4082,1,We were thankful that no one had been hurt.
7879,1,I have sent 0 letters to Environmental Heath.
888,1,Mag Wildwood came to introduce the bartender but I came not to.
2751,0,Carmen obtained Diana of a spare part.
3964,1,Fred hired Sharon to change the oil.
7826,1,I might be leaving soon.
1856,0,"We, we'll go together."
4469,0,He does can leave here.
1652,0,Here's a pole for you to kiss the girl who tied the string around.
2816,1,Paula swatted flies.
7166,1,This girl in the red coat will eat her breakfast and will put a picture of Bill on your desk before tomorrow.
1914,1,Bartlett danced with Toni.
5524,1,Caviar is eaten by Jack more than mush.
7353,0,John needed.
394,1,It seems that John is likely to win.
6515,1,how many have you given of these books to these people.
4980,1,The motor that Martha thinks that Joe replaced costs thirty dollars.
4032,1,There remained just a few problems to be solved.
1877,0,"No student, and he wears socks, is a swinger."
589,0,the logs piled the barge high.
2174,0,French fabrics adore easily.
6077,1,Calvin will have eaten.
1373,1,How carelessly have you picked up TNT?
4887,0,the paper to finish by tomorrow is too long.
6158,1,John wants Bill to leave.
5485,1,It wasn't such an awful picture as it first seemed.
8085,0,Look after herself!
7940,1,Constantly reading Shakespeare satisfied me
2451,1,There darted into the room a little boy.
2340,1,Mira blamed the accident on Terry.
5638,1,It is obvious to everybody that Tasha likes Misha.
8211,1,Humans love to eat pigs.
3744,1,Is this teacher a genius?
4185,1,I am fond of him.
4132,1,Edward usually remembered to send a copy of his e-mail to himself.
2437,1,Tabs were kept on the suspect.
4003,1,"Seen from this perspective, there is no easy solution."
4453,0,They expected us to do leave him.
6574,0,Which city and to which conference did Bill go to?
4196,0,This fact is key.
8311,0,Gilgamesh might loved Ishtar
688,1,John learned French perfectly almost immediately.
8226,1,We claimed that Perseus had killed the Gorgon
7418,1,John will carefully study Russian.
6635,1,Maisie drove her car on Wednesday from Morningside to Leith.
3113,0,Cynthia devoured on the pizza .
7596,1,Which pictures of Bill did she put on your desk.
8450,1,Gilgamesh missed Aphrodite
1963,0,The gun and a description of itself lay on the bureau.
3673,1,That tall woman chased a cat.
5170,1,I don't have any potatoes.
1280,0,The shirts which I went to the movies and didn't pick up will cost us a lot of money.
7119,1,Pat was annoyed by the children's noise and that their parents did nothing to stop it.
4373,0,Tom kicked not a ball.
6963,1,There was an attack yesterday.
6182,1,What did Bill claim that he read?
7690,1,I sent money to Mary.
7680,1,John believes Bill to have cooked the rice.
4418,0,Kim must baked a cake.
2715,1,Nora pushed through the crowd.
6639,1,Which room did Jeeves sauntered into?
2447,1,A ship appeared on the horizon.
5302,1,I gave Mary a book.
2803,0,The fence hit.
3238,1,Tony broke the cup against the wall.
480,1,Was he believed ever to fail students?
6896,1,Frank gave a piano to Jane Fairfax.
3594,0,The students looked the high stairs up from the floor.
6351,1,John talked to any woman who came up to him.
3,1,"The more we study verbs, the crazier they get."
831,0,I detest him taking a bath.
2278,0,The thief stole the museum of the painting.
4535,1,Have you anything to share with the group?
5800,1,John fears dogs.
2384,1,Meat fell in price.
6655,1,Vera is knitting there.
553,1,Hard work resulted in high grades.
4624,1,They believe it to be easy to annoy Ben.
1558,1,Joe is taller than Mary.
6299,1,Frank will eat an apple and Morgan will too.
3692,1,He was arrested for being drunk.
5564,1,Mary has more enemies than Bill has friends.
